kind,source,source_id,name,country,uic,iata,icao,lat,lon
station,trainline,853,Chenois,FR,8719213,,,48.966667,6.5
station,trainline,854,Holacourt,FR,8719214,,,48.966667,6.516667
station,trainline,855,Arraincourt,FR,8719215,,,48.966667,6.533333
station,trainline,856,Racrange,FR,8719217,,,48.916667,6.666667
station,trainline,857,Bermering,FR,8719218,,,48.933333,6.7
station,trainline,858,Marimont-lès-Bénestroff,FR,8719219,,,48.889891,6.785431
station,trainline,859,Peltre,FR,8719220,,,49.073877,6.222048
station,trainline,860,Courcelles-sur-Nied,FR,8719221,,,49.063404,6.310993
station,trainline,861,Sanry-sur-Nied,FR,8719222,,,49.044599,6.339978
station,trainline,862,Baudrecourt,FR,8719224,,,48.966667,6.45
station,trainline,863,Lesse,FR,8719225,,,48.966667,6.516667
station,trainline,864,Brulange,FR,8719226,,,48.969861,6.549693
station,trainline,866,Ars-sur-Moselle,FR,8719240,,,49.074475,6.077646
station,trainline,867,Ancy-sur-Moselle,FR,8719241,,,49.057509,6.062766
station,trainline,868,Pagny-sur-Moselle,FR,8719246,,,48.9852,6.025035
station,trainline,869,Vandières,FR,8719247,,,48.952168,6.039228
station,trainline,870,Baroncourt,FR,8719265,,,49.284533,5.699739
station,trainline,871,Hatrize,FR,8719272,,,49.193474,5.907114
station,trainline,872,Valleroy – Moineville,FR,8719273,,,49.205696,5.936017
station,trainline,874,Baronville,FR,8719311,,,48.933333,6.6
station,trainline,875,Vahl-les-Bénestroff,FR,8719312,,,48.913148,6.785372
station,trainline,876,Hargarten – Falck,FR,8719314,,,49.221756,6.63687
station,trainline,877,Teterchen,FR,8719315,,,49.232534,6.560606
station,trainline,878,Brettnach,FR,8719316,,,49.25,6.566667
station,trainline,880,Hombourg-Haut,FR,8719327,,,49.126109,6.77427
station,trainline,881,St-Avold,FR,8719331,,,49.085873,6.720614
station,trainline,882,Teting,FR,8719334,,,49.051605,6.664627
station,trainline,883,Faulquemont,FR,8719335,,,49.045339,6.603977
station,trainline,884,Herny,FR,8719338,,,49.003608,6.476929
station,trainline,887,Breil-sur-Roya,FR,8775683,,,43.944039,7.516328
station,trainline,888,Bressuire,FR,8748724,,,46.838446,-0.496327
station,trainline,890,Theding,FR,8719350,,,49.126686,6.895238
station,trainline,893,Diebling,FR,8719353,,,49.116667,6.933333
station,trainline,894,Hundling,FR,8719354,,,49.106695,6.977539
station,trainline,895,Metzing,FR,8719355,,,49.1,6.966667
station,trainline,896,Ippling,FR,8719356,,,49.1,7.0
station,trainline,898,Welferding,FR,8719360,,,49.11216,7.046608
station,trainline,899,Rémelfing,FR,8719362,,,49.091627,7.091534
station,trainline,900,Sarreinsming,FR,8719363,,,49.086306,7.112039
station,trainline,901,Zetting,FR,8719364,,,49.078374,7.13454
station,trainline,902,Wittring,FR,8719365,,,49.05594,7.141066
station,trainline,903,Herbitzheim,FR,8719367,,,49.013897,7.08016
